车型-列车号,故障情况,处理情况
AC07-0819,"工作令号:八临-2023-2-14 02023-02-27 09:18 八号线芦恒路站上行0819#车左侧1-2车门瞬时打开,列车上EB。","2023-2-27 日检四班 回库下载故障代码为，8020（s1限位开关动作），1283（紧急制动车门安全回路断开），1282（紧急制动蘑菇按钮按下）。检查车门各行程开关，相关线路正常，紧固件正常，机械尺寸S1=4.30mm，S5=3.50mm,V=2.50mm在标准范围内。结合视频及故障记录判断为车门行程开关（尺寸处于临界值）发生动作，导致车门发生故障，现调节TC1（081091）车2A门机械尺寸S1=5.50mm，S5=4.80mm，多次开、关门测试正常，列车可用。"
AC18-0860,工作令号:八日-2023-3-18 TC1（083861）车司机室左侧车门玻璃损坏,2023-3-18 日检四班 更换TC1（083861）车司机室左门板后确认正常
AC07-0812,工作令号:八日-2023-4-4 TC2（080721）车2A门车门通讯丢失,2023-4-4 日检四班 更换TC2（080721）车2A门EDCU后确认正常 序列号 旧：SN10102096 服务号：5774172 新：SN11010107 部件修：5774108
AC07-0804,工作令号:八日-2023-5-5 TC2（080241）车1A门位置传感器故障,2023-5-5 日检四班 更换TC2（080241）车1A车门电机后测试正常
AC07-0806,工作令号:八临-2023-5-8 02023-05-10 09:04 八号线西藏北路站下行0806#车2-4车门故障。,"2023-5-10 日检四班 回库下载MP2（080352）车7门事件记录，代码820-门页无法处于关闭状态。检查车门相关线路正常，紧固件正常。机械尺寸s1=5.00mm,s5=5.40mm,v=3.50mm在标准范围内，检查s1行程开关及相关部件均正常，故判断为EDCU偶发故障导致，现更换MP2（080352）车7门EDCU后，多次开、关门测试正常，列车可用。 备件名称：电子门控单元 厂家：IFE 型号：PMC20-110R 来源：返修件 备件质保SATCO提供，坏件质保SATCO取回 序列号 旧：SN16700507 服务号：5842448 新：SN03791105 部件修：5263878"
AC07-0824,工作令号:八日-2023-5-11 DDU显示M2（081423）车3A门车门虚框,2023-5-11 日检四班 更换M2（081423）车3A门EDCU后确认正常 序列号 旧：SN16030407 服务号：5842555 新：SN10102074 部件修：5842490
AC07-0826,工作令号:八日-2023-5-15 M2（081543）车3A门EDCU通讯丢失,2023-5-15 日检四班 更换M2（081543）车3A门EDCU后确认正常 序列号 旧：SN09172161 服务号：5850440 新：SN04521205 部件修：5281066
AC07-0810,工作令号:八临-2023-5-16 02023-05-22 09:17 八号线中兴路站下行0810#车左侧1-1车门故障切除。,2023-5-22 日检四班 列车回库，下载TC2（080601）车1车门故障代码为05（门位置传感器故障）。检查车门相关线路正常，紧固件正常。机械尺寸V=3.00mm S1=4.10mm S5=4.50mm 在标准范围内。结合回库检查结果和视频监控录像判断为TC2（080601）车1门门位置传感器故障。更换TC2（080601）车1门门位置传感器后，开关门多次测试正常，列车可用。 备件名称：门位置传感器 型号：ME52-2 厂家：德恩科电机（太仓）有限公司 备件为返修件 备件质保satco提供，坏件质保satco收回
AC07-0810,工作令号:八日-2023-5-25 TC2（080601）车1A门车门通讯丢失,2023-5-25 日检四班 更换TC2（080601）车1A门处EDCU后确认正常 序列号 旧：SN00851105 服务号：5872578 新：SN05850806 部件修：5872438
AC15-0838,工作令号:八日-2023-6-14 DDU显示M1-1（082343）车6位车门开门DCS故障,2023-6-14 日检四班 更换M1-1（082343）车6位车门开门DCS限位开关和门控后测试正常。 序列号 旧：106410913 部件修：5911841 新：201102136
AC07-0818,工作令号:八临-2023-6-8 02023-06-15 08:39 八号线虹口足球场站上行0818#车1-4车门故障切除。,"2023-6-15 日检四班 列车回库后下载故障代码：0804（车门驱动电机故障），检查车门相关线路正常，紧固件正常，机械尺寸分别为V=4.00mm,s1=5.40mm,s5=4.90mm,在标准范围内。结合回库检查结果和视频监控 录像判断为TC1（081031）车7门驱动电机故障。现更换门驱动电机后，开、关门多次均正常，列车可用。 备件名称：40V直流电动机 生产厂家：康尼 型号：N300406R23 来源：返修件 （备件质保提供，坏件质保收回） 任务说明处应为0818#车1-4车门故障切除"
AC07-0818,工作令号:八日-2023-6-15 TC1（081031）车7门驱动电机故障,2023-6-15 日检四班 更换TC1（081031）车7门EDCU后确认正常 序列号 旧 623622-4333036122-0142 新 623622-0000000000-0001
AC07-0815,工作令号:八日-2023-7-12 TC1（080851）车2A门车门通讯丢失,2023-7-12 日检四班 更换TC1（080851）车2A门EDCU后确认正常 序列号 旧：SN10260107 服务号：5962527 新：SN04990606 部件修：5606267
AC18-0863,工作令号:殷均-2022-8-58 TC1车(084071)1门、3门、6门，MP2车（084122）3门、5门、7门、8门，TC2车（084131）1门、2门、6门共10块拉手面板损坏,2022-8-23 检修三班 更换TC1车(084071)1门、3门、6门，MP2车（084122）3门、5门、7门、8门，TC2车（084131）1门、2门、6门共10块拉手面板后测试正常
AC18-0863,工作令号:殷均-2022-9-58 TC1车（084071）1A车门EDCU故障,2022-9-22 检修三班 更换TC1车（084071）1A车门EDCU后多次开关门后测试正常 序列号 旧：104701105 服务号：5482191 新：104281105 部件修：4532874
AC07-0815,工作令号:殷均-2022-11-4 下载故障发现TC2车（080901）3B车门三秒不解锁,2022-11-2 检修三班 更换TC2车（080901）3B车门电子门控单元（EDCU）后开关门测试正常 备件由SATCO提供，坏件由SATCO取回 序列号 旧：SN04061205 服务号：5529437 新：SN10102080 部件修：5529432
AC07-0827,工作令号:殷均-2023-1-18 TC1车（081571）TC2车（081621）司机室左侧车门门锁卡滞,2023/1/11 检修三班 更换TC1车（081571）TC2车（081621）司机室左侧车门门锁后确认正常 备件质保提供，坏件质保收回
AC07-0803,工作令号:殷均-2023-2-4 TC2车（080181）3门EDCU通讯故障,2023/2/2 检修三班 待备件 2023-2-2 日检三班 更换TC2车（080180）3号门门控器后测试正常。（备件SATCO质保提供，坏件SATCO质保取回） 序列号 旧：623622-0000000000-0011 新：623622-4333035667-0205
AC07-0827,工作令号:殷均-2023-3-20 TC2车（081621）司机室左侧车门门锁卡滞,2023/3/13 检修三班 更换TC2车（081621）司机室左侧车门门锁后确认正常 备件质保提供，坏件质保收回
AC18-0857,工作令号:殷均-2023-3-48 TC1车(083651)1门、3门、6门，MP2车（083702）3门、5门、7门、8门，TC2车（083711）1门、2门、6门共10块拉手面板损坏,2023/3/19 检修三班 更换TC1车(083651)1门、3门、6门，MP2车（083702）3门、5门、7门、8门，TC2车（083711）1门、2门、6门共10块拉手面板后测试正常
AC07-0803,工作令号:殷均-2023-7-5 TC2（080181）车司机室客室门锁坏,2023/7/2 检修三班 更换TC2车（080181）司机室客室门锁后确认正常。 备件质保提供，坏件质保收回。
AC07-0822,"工作令号:殷均-2022-10-18 TC2（081321）车3门8门，M2（081303）车2门5门，MP1（081282）车1门,TC1（081271）车6门共6块车门紧急拉手面板损坏","2022-10-7 检修四班 更换TC2（081321）车3门8门，M2（081303）车2门5门，MP1（081282）车1门,TC1（081271）车6门共6块车门紧急拉手面板后确认正常"
AC07-0816,工作令号:殷均-2023-3-19 下载故障显示TC1(080911)车2A车门用于激活电磁制动DCU输出短路故障,"2023-3-12 检修四班 更换TC1（080911）车2A车门EDCU后测试正常 备件由质保提供,坏件由质保收回 序列号 旧：SN02490805 服务号：5728935 新：50851003 部件修：5728898"
AC07-0810,工作令号:殷均-2023-4-21 MP2车(080592)2号门门页指示灯(红)不亮,"2023-4-16 检修四班 更换MP2车(080592)2号门门页指示灯(红)后确认正常 备件由质保提供,坏件由质保收回"
AC07-0810,工作令号:殷均-2023-7-12 TC1(080551)车7门右侧上导轨焊接处有裂纹,"2023-7-5 检修四班 更换TC1(080551)车7门右侧上导轨后测试正常 备件由质保提供,坏件由质保收回"
AC07-0817,工作令号:殷均-2022-10-8 TC2车（081021）1号门/6号门/7号门，MP2车（081012）5号门/6号门/7号门，共6块客室车门紧急拉手盖板坏,2022-10-3 检修五班 更换TC2车（081021）1号门/6号门/7号门，MP2车（081012）5号门/6号门/7号门，共6块客室车门紧急拉手盖板后确认正常。
AC18-0849,工作令号:殷均-2022-12-38 TC2车（083151）1号门/6号门/7号门，MP2车（083142）5号门/6号门/7号门，共6块客室车门紧急拉手盖板坏,检修五班 2022-12-12 更换TC2车（083151）1号门/6号门/7号门，MP2车（083142）5号门/6号门/7号门，共6块客室车门紧急拉手盖板后确认正常。
AC07-0811,工作令号:殷均-2023-3-5 TC2车（080661）1号门/6号门/7号门，MP2车（080652）5号门/6号门/7号门，共6块客室车门紧急拉手盖板坏,2023-3-2 检修五班 更换TC2车（080661）1号门/6号门/7号门，MP2车（080652）5号门/6号门/7号门，共6块客室车门紧急拉手盖板后确认正常。
AC07-0817,工作令号:殷均-2023-4-8 下载MP2车（081012）3号门DCU故障显示诊断内存备份蓄电池故障故障代码22,2023/4/3 检修五班 更换MP2车（081012）3号门EDCU后确认正常。 （备件由质保提供，坏件由质保收回） 序列号 旧：SN09561106 服务号：5768177 新：SN04910606 部件修：5767988
AC18-0847,工作令号:殷均-2023-7-53 TC2（083011）车4门红色信号灯不亮,检修五班 2023-7-26 更换TC2（083011）车4号门EDCU后确认正常。 序列号 旧：103661049 服务号：5993573 新：109741107 部件修：5993221
AC07-0806,工作令号:八日-2022-9-7 DDU显示MP1(080322)车5门车门虚框,"2022/9/7 检修六班 更换MP1(080322)车5门EDCU后确认正常 备件由质保提供,坏件由质保收回 序列号 旧：SN02270805 服务号：5457648 新：SN04861205 部件修：5457623"
AC15-0842,"工作令号:殷均-2022-10-31 TC1(082601)车1门、3门,M1-1(082623)车4门,M2(082633)车2门,M1-2(082643)车7门、8门,MP2(082652)车4门、6门共8块车门紧急拉手面板缺失","2022/10/12 检修六班 更换TC1(082601)车1门、3门,M1-1(082623)车4门,M2(082633)车2门,M1-2(082643)车7门、8门,MP2(082652)车4门、6门共8块车门紧急拉手面板后确认正常"
AC18-0866,工作令号:殷均-2023-1-48 DDU显示M2车(084313)1门EDCU虚框,"2023/1/21 检修六班 更换M2车(084313)1门EDCU后确认正常 备件由质保提供,坏件由质保收回 序列号 旧：109941107 服务号：5652931 新：106721107 EDCU 380202024-107431107 领用错误，故退回REP库。特此说明。"
AC15-0836,工作令号:八日-2023-3-6 TC2车(082241)司机室右侧侧门无法解锁,2023/3/6 检修六班 重新调整TC2车(082241)司机室右侧侧门门锁机构后确认正常
AC18-0866,工作令号:殷均-2023-3-55 TC1车(084281)1门紧急拉手面板缺失,2023/3/24 检修六班 安装TC1车(084281)1门紧急拉手面板后确认正常
08C04-08078,工作令号:殷均-2023-4-75 TC1车(085121)左侧司机室门门锁卡滞,2023/4/29 检修六班 重新调整TC1车(085121)左侧司机室门门锁后确认正常
AC07-0806,工作令号:殷均-2023-6-6 TC1(080311)车2门通讯丢失,"2023-6-2 检修六班 更换TC1(080311)车2门EDCU后确认正常 备件由质保提供,坏件由质保收回 序列号 旧：SN06410806 服务号：5892950 新：SN07741006 部件修：5892854"
AC07-0806,"工作令号:殷均-2023-6-6 TC1(080311)车1门、3门、4门、7门、8门,TC2(080361)车2门、3门、8门共8块车门紧急拉手面板损坏","2023-6-2 检修六班 更换TC1(080311)车1门、3门、4门、7门、8门,TC2(080361)车2门、3门、8门共8块车门紧急拉手面板后确认正常 领用一批备件用于日常作业"
AC07-0806,工作令号:殷均-2023-6-6 TC1(080311)车6门下止挡尺寸超标,"2023-6-2 检修六班 扣修,待处理 2023-6-3 检修六班 调整TC1(080311)车6门外摆尺寸后确认正常"
AC18-0854,工作令号:殷均-2023-7-38 DDU显示M1-2(083483)车8门开门状态异常,"2023-7-9 检修六班 更换M1-2(083483)车8门EDCU后多次开关门确认正常 备件由质保提供,坏件由质保收回 序列号 旧：105851105 服务号：5958419 新：111901126 部件修：4932770"
AC18-0866,"工作令号:殷均-2023-7-52 TC1(084281)车3门、6门,MP1(084292)车8门,MP2(084332)车4门、5门共5处紧急拉手面板缺失","2023-7-22 检修六班 安装TC1(084281)车3门、6门,MP1(084292)车8门,MP2(084332)车4门、5门共5处紧急拉手面后确认正常"
AC18-0863,工作令号:八日-2022-9-22 TC1车（084071）2A车门紧急拉手面板缺失,2022-9-22 检修七班 更换TC1车（084071）1A车门紧急拉手面板后测试正常
08C04-08067,工作令号:八日-2023-5-15 TC1车（084351）司机室逃生门玻璃坏,2023-5-15 检修七班 扣车，待处理 2023-5-23 检修七班 更换TC1车（084351）司机室逃生门玻璃
10A02-10056,工作令号:吴日-2022-8-6 TC22号车门故障,上车检查左侧门下滑道有异物卡住，清除异物，调整车门后功能正常。
AC13-1020,工作令号:吴日-2022-9-11 M2车6号门跳红，重启无效，切除,下载记录为网络通讯故障，更换M2 6号门的门控器后测试正常
AC13-1021,工作令号:吴日-2022-9-15 TC2逃生门紧急拉手盖板损坏,更换后正常
AC13-1015,工作令号:吴日-2022-9-15 TC2逃生门紧急拉手盖板损坏,更换新件后正常
AC13-1023,工作令号:吴日-2022-9-19 MP2三号门显示灰色,上车检查发现为门控器故障，更换后恢复正常
AC13-1032,工作令号:吴日-2022-9-20 TC2 1号门关门慢，已切除,更换EDCU后恢复正常。 EDCU 旧件序列号：11611/0936 新件序列号：10879/0914 (材料由质保提供，坏件由质保回收)
