车型-列车号,故障情况,处理情况
AC08-0234,工作令号:二临-2022-09-15 02022-09-15 09:11 二号线虹桥火车站上行0234#车全列车门无法打开。,列车回库检查发现1A车（021371）客室设备柜接线端子排TB01C1AL/6与5B（10）门接线端子排CM04D05B/6之间的开门列车线（巢湖海兴线缆）的线芯R11与屏蔽层SHR11之间的绝缘破损，导致接地，最终导致列车清客。重新对1A车（021371）客室设备柜接线端子排TB01C1AL/6与5B（10）门接线端子排CM04D05B/6之间的开门列车线R11进行布线后列车恢复正常，试车正常。
AC02-0211,工作令号:二日-2022-9-15 0211#01562 8门车门故障,故障报单号：川-0006585 回库检查01562 8门车门不能完全打开，检查发现大气缸电磁阀故障，更换大气缸电磁阀后开关门测试20次正常。 备件名称：车门汽缸电磁阀。 备件来源：返修件 。备件为返修件由质保方北车提供，坏件交质保方北车处理
AC08-0240,工作令号:二日-2022-9-16 0240#021851 司机室通道门故障,故障报单号：川-0006604 上车检查门锁正常，增加调整垫片，测试多次开关无异常。
AC08-0237,工作令号:二临-2022-09-29 02022-09-24 14:08 二号线张江高科站下行0237#车，下行左侧第一节第三扇车门无法打开，已将该车门切除。,2022-09-24 14:08 二号线张江高科站下行0237#车，下行左侧第一节第三扇车门无法打开，已将该车门切除。long -0007082 上车检查为5门EDCU（电子门控装置）坏，更换EDCU（电子门控装置）后测试正常，开关门二十次正常，车况正常。 旧件序列号：683/0737（服：5485586） 新件序列号：972/0744 厂家：浦镇/SATCO（法维莱） 型号：12.2305.7301 备件为返修件
02A05-02108,工作令号:二临-2022-10-04 02022-10-02 21:25 二号线广兰路站上行02108#车第四节第二扇车门故障。,0A：2022-10-02 21:25 二号线广兰路站上行02108#车第四节第二扇车门故障。（027333） 回库下载门控器数据为关门防夹功能启动，查看录像为乘客掉落异物造成，恢复车门，检查车门尺寸正常，开关门50次正常。（非车辆原因） 故障单号：北-3000304 北翟日四
AC17B-0281,工作令号:二日-2022-10-5 2081# 025342 9门车门故障,2081# 025342 9门车门故障 025342 9门上车检查下载故障记录，报电机回路故障，检查电机回路发现电机电阻异常，现场开关门测试故障一直存在，更换电机，更换后开关门测试20次，门更能正常。 门控电机 （备件由质保提供，为新件） 故障单号：北-3000317 北翟日四
AC17B-0285,工作令号:二日-2022-10-26 2085# 025502 DDU显示车门紧急拉手被激活,2085# 025502 DDU显示车门紧急拉手被激活 回库下载故障，无相关故障，查看025502车厢监控录像，未见异常，车况正常。 故障单号：北-3000451 北翟日四
AC17B-0283,工作令号:二日-2022-10-26 2083# 024801 司机室侧门橡胶条脱落,2083# 024801 司机室侧门橡胶条脱落 重新安装胶条后正常 故障单号：北-3000454 北翟日四
AC02-0203,工作令号:二日-2022-10-30 0203#00191 2门车门故障,故障报单号：川-0006826 回库检查DDU无故障，下载故障为历史故障，开关门测试20次功能正常。
AC17A-0264,工作令号:二日-2022-11-10 0264#023841 5门车门故障,故障报单号：川-0006904 下载故障为023841车5门车门关好行程开关故障，更换车门关好行程开关DCS后开关门测试正常。 备件名称：限位开关(DCS)。 备件规格型号：84.7207.9701。备件生产厂家：NPRT。备件来源：新件 。备件为新件由质保方北车提供，坏件交质保方北车处理。
AC08-0245,工作令号:二日-2022-11-14 0245#022262 9门车门无通讯,故障报单号：川-0006925 回库检查为电子门控装置（EDCU）故障，更换EDCU后开关门测试20多次都正常，复测车门各尺寸都正常，车况正常。 备件名称：电子门控装置。 备件规格型号：12.2305.7301。备件生产厂家：浦镇/SATCO（法维莱）。备件来源：返修件 。备件为返修件由质保方南京南车浦镇城轨车辆有限责任公司提供，坏件交质保方南京南车浦镇城轨车辆有限责任公司处理。 旧件：20681/2210（服：5541274） 新件：193/0748
AC17B-0285,工作令号:二日-2022-11-19 0285#025502 7门车门故障,故障报单号：川-0006944 回库后下载故障记录EDCU故障记录中无此次故障，检查线路及门功能正常，故预防性更换门控器，开关门20次测试正常。 备件名称：电子门控装置。 备件规格型号：12.2305.7302。备件生产厂家：上海法维莱交通车辆设备有限公司/SFRT。备件来源：新件 。备件为新件由质保方浦镇提供，坏件交质保方浦镇处理。 旧件：21093/1833 新件：20157/1745 新车质保，不开服务请求
AC08-0242,工作令号:二日-2022-11-19 2042# 022081 司机室贯通道门故障,2042# 022081 司机室贯通道门故障 回库检查调取录像未见通道门弹开，检查发现门限位开关未触碰到位，调整限位开关后，故障消失，开关门多次后正常。 故障单号：北-3000578 北翟日四
AC17B-0280,工作令号:二日-2022-11-19 2080# 025313 9门正线报无通讯,2080# 025313 9门正线报无通讯 故障车门报通讯故障，重启门控器后故障消失，反复开关门测试正常 故障单号：北-3000576 北翟日四
AC02-0210,工作令号:二临-2022-11-17 02022-11-22 07:20 二号线虹桥2号航站楼上行0210#车，上行左侧第二节第二扇车门故障切除。,0A：2022-11-22 07:20 二号线虹桥2号航站楼上行0210#车，上行左侧第二节第二扇车门故障切除。车辆号（00653） 回库上车检查为解钩气缸卡滞，更换小气缸后正常。备件型号：A1536-A01 厂商：IMI NORGREN 备件为新件 （备件由质保提供，有合格证） 故障单号：北-3000591 北翟日四
AC02-0216,工作令号:二日-2022-11-23 0216#01191司机室通道门多次弹开,故障报单号：川-0006967 上车调整车门铰链后正常。
AC02-0207,"工作令号:二日-2022-12-1 00481,5号门车门无法打开","00481,5号门车门无法打开。龙-0007488 上车检查为5号门门钩有卡滞现象，更换门钩后开关门20次均正常，车况正常。 备件有合格证 备件为新件"
AC08-0253,工作令号:二日-2022-12-13 0253#022933 6门车门故障,故障报单号：川-0005138 回库测试022933 6门解锁功能正常，检查022933 6门紧急拉手接线正常，预防性更换022933车 6门EDCU（门控器）后测试正常。 备件拆自238#车5车 6门 旧件：21011 2233（服：5590722） 新件：21283 2243
AC08-0250,工作令号:二日-2022-12-13 250# 022673 4门车门故障,250# 022673 4门车门故障 上车对故障车门（022673-4门）进行检查，诊断为门控器故障导致开关门功能失效，更换门控器后，故障消失，反复开关门20次功能正常，可以使用，车况正常。 旧件：136/0750 （服：5609328）新件：20694/2210（服：5609311） （备件由质保提供，有返修报告及合格证） 故障单号：北-3000730 北翟日四
AC08-0250,工作令号:二临-2022-12-23 02022-12-20 10:44 二号线静安寺站上行0250#车，上行第6节第3扇车门故障。,0A:2022-12-20 10:44 二号线静安寺站上行0250#车，上行第6节第3扇车门故障。（车辆号：022673） 回库后下载录像并检查车门发现导轨内有异物，去除后测量车门尺寸正常，测试车门功能正常，开关门20次左右均正常，非车辆原因。 故障单号：北-3000764 北翟日四
AC08-0239,工作令号:二临-2023-01-06 02023-01-05 06:36 二号线创新中路站下行0239#车，下行第2节第1扇车门故障。,回库检查确认为EDCU（电子门控装置）与门电机故障，更换EDCU（电子门控装置）与门电机后检查相关机械尺寸均正常，开关门测试20次功能均正常。 EDCU（电子门控装置） 生产厂商：浦镇/SATCO（法维莱） ， 型号：12.2305.7301，备件为拆车件 门电机 生产厂商：法维莱 ， 型号：84.7268.5501 ，备件为拆车件 旧件：20507/2207（服：5623167） 新件：21233/2243
AC02-0213,"工作令号:二日-2013-1-13 01053,1#门车门故障。","01053,1#门车门故障。龙-0007674 检查为限位开关触点接触不良导致车门故障，更换限位开关后开关门测试正常，开关门二十次均正常。 备件为新件，由合格证。"
AC17B-0273,工作令号:二日-2023-1-13 273# 全列车车门无法打开,故障报单号：川-0005251 回库开关门多次正常，车况正常。
AC17B-0281,工作令号:二日-2023-1-17 2081# 024691 左侧门锁坏,2081# 024691 左侧门锁坏 检查为024691左侧门锁故障，更换门锁后开关门正常 （备件由质保提供） 故障单号：北-3000874 北翟日四
AC17B-0276,工作令号:二日-2023-1-17 2076# 024491 司机室侧门门锁坏,2076# 024491 司机室侧门门锁坏 故障号：川-0005274 更换司机室侧门门锁后开关门正常
AC17A-0267,工作令号:二日-2023-1-25 上行司机室副台侧门关不上,024081#上行司机室副台侧门关不上 龙-0007738 更换门把手后开关门正常
AC08-0239,工作令号:二日-2023-1-29 0239# 021832 8门无法打开,0239# 021832 8门无法打开 故障号：5651633 登车后在门切除状态下，查看信息无故障，进行开关门操作，门正常收到开关命令，但门无动作，检查电机回路和机械尺寸，仅门护胶条尺寸处于下线39mm，门锁闭时较紧，调整关门尺寸，并更换门控器 新件：691/0737 旧件：20526/2207（服：5652483）
02A05-02090,工作令号:二日-2023-2-6 0290#025893 车门轻级故障,"故障报单号：川-0005309 上车查看主控台故障消除，下载门控器数据显示""开门过程中的障碍检测触发"",后自动消除，检查车门尺寸""V""型3mm,对中尺寸1mm,手动开关门正常。检查S1 S4关锁到位开关触发无异常。检查位置传感器线束及各线束插头无松动。缩针无现象，多次集控开关门正常。现列车开关门正常。"
AC02-0214,工作令号:二临-2023-2-1 02023-02-06 08:37 二号线金科路站下行0214#车左侧第2节第3扇车门故障切除。,回库下载录像为司机现场处理异物后，异物掉落钢轨。现车门尺寸复测开关门20次均正常。非车辆原因。
AC02-0210,工作令号:二日-2023-2-10 0210#00661 司机室通道门坏,故障报单号：川-0005331 重新调整贯通道门尺寸后正常。
AC02-0202,工作令号:二日-2023-2-28 202# 01342 9#车门故障,202# 01342 9#车门故障。 更换9门车门大气缸后正常，开关门多次测试正常，车况正常。 备件为拆车件，有合格证。 故障单号：北-3001190 北翟日二 闭环
AC17A-0257,"工作令号:二日-2023-3-3 023252,2#门车门故障。","023252,2#门车门故障。龙-0007917 下载故障为DCS及DLS故障，更换DCS及两个DLS后开关门测试正常，车况正常。 备件有合格证 更换DCS一个，DLS两个。"
AC17B-0277,工作令号:二日-2023-3-3 024561，司机室门把手坏。,024561，司机室门把手坏。龙-0007918 左侧i更换司机室通道门门锁整套×1后测试正常，车况正常。 备件有合格证
AC17B-0275,工作令号:二日-2023-3-6 2075#024451 关门灯泡坏,2075#024451 关门灯泡坏 故障号：川-0005491 更换后正常 更换部件：指示灯一个
AC17A-0261,工作令号:二日-2023-3-7 0261#023601投诉司机室侧门未关,故障号：川-0005497 261# 023601 投诉司机室侧门未关，回库后上车列车确认侧门关闭，开关门正常
02A05-02109,"工作令号:二日-2023-3-19 027413,5#门车门故障。","027413,5#门车门防夹故障。龙-0007989 上车下载故障数据无相关故障记录，检查车门各尺寸均正常，开关门多次均正常，车况正常。"
AC17A-0260,工作令号:二日-2023-3-19 260# 023451 通道门把手坏,故障报单号：川-0005538 260# 023451 通道门把手坏，重新紧固后多次开关门测试正常
02A05-02105,工作令号:二日-2023-3-26 02105#027062车厢10门车门故障,"02105#027062车厢10门车门故障 流水号：川-0005571 回库下载故障代码为""01""，判断为门驱动电机电路断路故障，检查发现为传动电机坏，更换后正常，多次开关门均正常，车况正常。"
AC17A-0257,工作令号:二日-2023-4-8 0257#023252 2门车门故障,故障报单号：川-0005630 0257#023252 2门车门故障。更换DCS后，开关门测试20次，车门正常。 备件名称：限位开关(DCS)。 备件规格型号：84.7207.9701。备件生产厂家：NPRT。备件来源：新件 。备件为新件由质保方申通长客提供，坏件交质保方申通长客处理。
